gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TSPO	-0.814480096	0.170663035	-18.00485059	8.35E-60	5.30E-58	125.3061804
HMHA1	-2.00055641	0.200512209	-17.99394662	9.55E-60	6.05E-58	125.1725459
AIG1	0.964906773	-0.339306258	17.99287884	9.68E-60	6.11E-58	125.1594613
KAZALD1	1.196551967	-0.461481104	17.9908105	9.93E-60	6.24E-58	125.1341164
A4GALT	-2.636085855	0.564464125	-17.98352256	1.09E-59	6.81E-58	125.0448205
S100A11	-3.553355402	0.104431285	-17.97585181	1.19E-59	7.46E-58	124.9508485
LOC150166	-0.961472975	0.210935916	-17.97198692	1.25E-59	7.80E-58	124.9035065
UBE2E3	0.797722107	-0.224351367	17.96838527	1.31E-59	8.12E-58	124.8593922
CHST3	-2.514683521	-0.278227416	-17.96100798	1.43E-59	8.87E-58	124.7690427
OTOP2	1.584288502	-0.427166696	17.95445153	1.55E-59	9.59E-58	124.6887574
IFITM2	-2.614662029	0.113909356	-17.95226875	1.60E-59	9.82E-58	124.6620311
hCG_2045614	1.309725407	-0.131751398	17.9514206	1.61E-59	9.89E-58	124.6516465
TRIM22	-1.113330976	-0.086724675	-17.9511611	1.62E-59	9.89E-58	124.6484693
ATRNL1	2.063225327	-1.052052356	17.95034501	1.63E-59	9.96E-58	124.6384775
LOC345222	1.193409692	-0.597932556	17.94727861	1.70E-59	1.03E-57	124.6009355
TNFRSF11B	-2.249246766	0.204791161	-17.94399796	1.77E-59	1.07E-57	124.5607731
FAM89A	-2.233461345	0.481030354	-17.93909954	1.88E-59	1.13E-57	124.5008104
SLC32A1	1.646996263	-0.581876914	17.9385712	1.89E-59	1.14E-57	124.4943433
STAC3	-1.027339742	0.304345624	-17.93389365	2.00E-59	1.20E-57	124.4370906
GPHB5	0.721573911	-0.404681831	17.93029968	2.09E-59	1.25E-57	124.3931046
RYK	1.27636953	-0.544537128	17.92527161	2.23E-59	1.33E-57	124.3315721
R3HDM1	1.727199376	-0.69079381	17.91909274	2.40E-59	1.42E-57	124.2559652
SFXN1	0.921847082	-0.208860461	17.91906922	2.40E-59	1.42E-57	124.2556774
ATP5J	1.091503949	-0.404817409	17.91819681	2.43E-59	1.43E-57	124.245003
C10orf35	1.611836156	-0.890145498	17.91231706	2.61E-59	1.54E-57	124.1730665
RBP4	2.113022467	-0.942951411	17.90485194	2.86E-59	1.68E-57	124.0817459
CAPN2	-1.173154872	0.066921901	-17.9000725	3.04E-59	1.78E-57	124.0232865
MTMR3	-1.103317185	0.045519818	-17.89401111	3.27E-59	1.91E-57	123.9491553
BZW2	0.760718486	-0.361557498	17.88723002	3.55E-59	2.07E-57	123.8662331
OCIAD1	1.036808953	0.426483824	17.88606272	3.61E-59	2.09E-57	123.8519599
C13orf1	1.463406637	-0.357308791	17.88533531	3.64E-59	2.10E-57	123.8430657
ZNF512B	0.59084111	0.241089607	17.8819362	3.79E-59	2.19E-57	123.8015059
TUSC3	0.66091136	-0.249591968	17.8775997	4.00E-59	2.30E-57	123.748489
GNG3	1.481619702	-0.686385866	17.87107438	4.34E-59	2.49E-57	123.6687212
SOX7	-1.12160006	0.180885024	-17.85078028	5.56E-59	3.18E-57	123.4207078
SCIN	-4.468373423	-1.842358235	-17.85025616	5.60E-59	3.19E-57	123.4143039
PIAS2	1.150841498	-0.494872957	17.84447792	6.01E-59	3.42E-57	123.343708
PDCD6	0.831120103	-0.430216806	17.8352698	6.73E-59	3.81E-57	123.231225
CXorf40A	0.584482491	-0.179495179	17.82637296	7.51E-59	4.24E-57	123.122565
ZCCHC8	-0.947637952	-0.040051718	-17.82437837	7.70E-59	4.33E-57	123.0982071
CYCS	1.257921126	-0.360502963	17.81825832	8.30E-59	4.66E-57	123.0234757
TEP1	-0.86010826	0.344646394	-17.81361119	8.78E-59	4.92E-57	122.9667364
IL28RA	-0.683022386	0.208736238	-17.80871206	9.33E-59	5.21E-57	122.9069262
GPSM3	-2.356863195	0.483618938	-17.8008627	1.03E-58	5.72E-57	122.8111114
NDUFA7	1.036434814	-0.15799195	17.79976713	1.04E-58	5.78E-57	122.7977393
MED10	0.929383979	-0.222826475	17.79467011	1.11E-58	6.14E-57	122.7355314
TSSC1	0.493550665	-0.219577683	17.79200429	1.15E-58	6.32E-57	122.7029983
GPR61	1.7116876	-0.12425535	17.78203843	1.29E-58	7.12E-57	122.5813933
ARID5A	-1.302659846	0.286156704	-17.78157643	1.30E-58	7.15E-57	122.5757565
HPRT1	2.289773862	-0.938982114	17.77972857	1.33E-58	7.29E-57	122.5532117
B3GALT6	0.940196465	-0.411263409	17.77907085	1.34E-58	7.33E-57	122.5451873
CFI	-2.108385713	-0.296007857	-17.77112036	1.48E-58	8.06E-57	122.4481984
THOC7	1.160402734	-0.356477281	17.76990257	1.50E-58	8.15E-57	122.4333438
SLC7A7	-2.3751148	-0.519464198	-17.76228699	1.65E-58	8.93E-57	122.3404582
RDH12	1.33940154	-0.059493111	17.76165882	1.66E-58	8.97E-57	122.3327972
C3AR1	-3.114703007	-0.754502449	-17.7613325	1.67E-58	8.98E-57	122.3288175
NDUFB5	0.961336537	-0.449007926	17.75730219	1.75E-58	9.41E-57	122.2796677
C1orf115	1.458205545	-0.469216981	17.7500734	1.92E-58	1.03E-56	122.1915227
MT1X	-2.051148516	0.086984115	-17.74506953	2.04E-58	1.09E-56	122.1305153
PYGL	-2.86917645	-0.628674307	-17.74498226	2.04E-58	1.09E-56	122.1294514
ADH1B	-1.919034997	-0.168384609	-17.7437572	2.07E-58	1.10E-56	122.1145164
BEX2	1.918347004	-0.623046943	17.7309023	2.42E-58	1.28E-56	121.9578231
TCIRG1	-1.4048756	0.259539325	-17.72923699	2.47E-58	1.31E-56	121.9375271
HECTD2	0.706906312	-0.104871151	17.7261856	2.57E-58	1.35E-56	121.90034
CD2AP	-0.66037261	0.233897711	-17.72466166	2.62E-58	1.37E-56	121.8817688
RAB20	-2.765084395	0.124752884	-17.71436581	2.97E-58	1.55E-56	121.7563161
DNAJC1	-1.059740133	0.134869082	-17.71306868	3.02E-58	1.58E-56	121.7405128
TUBB6	-3.429129822	-0.304098157	-17.70686984	3.25E-58	1.70E-56	121.6649965
PTPN5	1.691848631	-0.397177575	17.70224417	3.44E-58	1.79E-56	121.6086517
HABP4	1.386054205	-0.058107482	17.69590632	3.72E-58	1.93E-56	121.5314599
PSMG1	0.626206644	-0.081332806	17.69539952	3.74E-58	1.94E-56	121.5252878
TRIM47	-1.830444677	0.118985604	-17.69078424	3.96E-58	2.04E-56	121.4690833
MVP	-1.441829515	-0.016820237	-17.68946557	4.03E-58	2.07E-56	121.4530256
LOC387856	1.74652485	-0.315596184	17.67644121	4.72E-58	2.42E-56	121.2944502
CCDC115	0.933018937	-0.557332765	17.67643082	4.72E-58	2.42E-56	121.2943237
FLJ36032	1.035690814	-0.381687945	17.67247712	4.96E-58	2.53E-56	121.246195
DDX25	1.508419598	-0.68132318	17.66993899	5.11E-58	2.60E-56	121.2153002
ANGPT1	-1.831814879	0.141471146	-17.66746858	5.27E-58	2.67E-56	121.1852315
HLA.DRA	-1.258072727	-0.271320043	-17.65280645	6.31E-58	3.19E-56	121.0068031
SOX5	-0.601130351	0.445434679	-17.64682174	6.79E-58	3.43E-56	120.9339891
PECAM1	-2.315346129	-0.220063271	-17.64408036	7.02E-58	3.53E-56	120.900639
TYK2	-1.042620522	0.409749812	-17.63135387	8.20E-58	4.12E-56	120.7458406
BFSP1	1.096968964	-0.567420118	17.62628211	8.72E-58	4.37E-56	120.6841623
FAM19A1	2.258764033	-1.089751634	17.62448143	8.92E-58	4.45E-56	120.6622656
BOLA3	0.900559245	-0.395573928	17.62445136	8.92E-58	4.45E-56	120.6618999
ENOPH1	1.178296125	-0.597707809	17.62237875	9.15E-58	4.55E-56	120.6366976
PLA1A	-2.97128034	-0.163798703	-17.61903322	9.53E-58	4.73E-56	120.5960192
AP4B1	0.45806436	-0.155714008	17.61725663	9.74E-58	4.82E-56	120.5744189
INPPL1	-1.561176786	0.519695028	-17.61527704	9.98E-58	4.92E-56	120.5503513
TNS1	-1.841120855	0.09984011	-17.61224384	1.04E-57	5.10E-56	120.5134762
C1orf149	1.079227631	-0.4922764	17.60641335	1.11E-57	5.46E-56	120.4426008
HOPX	1.625085573	-0.916380491	17.60526733	1.13E-57	5.52E-56	120.4286708
ADCY2	1.316949826	-0.479140625	17.60461399	1.14E-57	5.55E-56	120.4207295
SNAP23	-1.404110427	-0.066544682	-17.60395094	1.15E-57	5.59E-56	120.4126704
HAPLN1	1.221296591	-0.781088707	17.60370526	1.15E-57	5.59E-56	120.4096843
NFE2	-0.808158475	0.039310828	-17.59707451	1.25E-57	6.04E-56	120.3290964
HTR7	0.838126208	-0.182150848	17.59624448	1.26E-57	6.09E-56	120.3190093
URP2	-2.478291571	0.013262271	-17.5921434	1.32E-57	6.39E-56	120.2691729
GABARAPL1	1.493843397	-0.144694598	17.58986305	1.36E-57	6.55E-56	120.241464
POLA1	-0.890261556	0.23261394	-17.58592046	1.43E-57	6.86E-56	120.1935602
PTPRN2	1.669164666	-0.559034796	17.58559607	1.43E-57	6.87E-56	120.1896189
CCDC88B	-1.633287977	0.178943246	-17.58098366	1.52E-57	7.25E-56	120.1335822
MLKL	-1.967474942	0.089514808	-17.57327463	1.67E-57	7.93E-56	120.0399367
STAT5A	-1.487815252	-0.123686195	-17.57317061	1.67E-57	7.93E-56	120.0386732
C8orf46	1.001358797	-0.039129953	17.57308331	1.67E-57	7.93E-56	120.0376129
CASP7	-2.070146227	-0.025362849	-17.57077408	1.72E-57	8.13E-56	120.0095647
MCL1	-1.862331159	0.215609499	-17.56897282	1.76E-57	8.29E-56	119.9876873
YWHAZ	1.298437254	-0.696003382	17.56847388	1.77E-57	8.33E-56	119.9816275
B4GALT6	1.159311051	-0.746875582	17.56802727	1.78E-57	8.35E-56	119.9762034
C2CD2	-1.218233693	-0.088302612	-17.55786262	2.01E-57	9.43E-56	119.8527666
SLC7A2	-0.645129784	0.111092994	-17.55734867	2.03E-57	9.47E-56	119.846526
MRPL37	0.690815016	-0.02758448	17.5551651	2.08E-57	9.70E-56	119.8200132
ATP9A	1.08728334	-0.478803611	17.55193105	2.16E-57	1.01E-55	119.7807478
MECR	1.413845598	-0.828168892	17.54877126	2.25E-57	1.04E-55	119.7423867
KIF7	-1.282216523	0.330430316	-17.53703718	2.60E-57	1.20E-55	119.5999537
SLC39A3	0.785774916	-0.186324355	17.53673695	2.61E-57	1.20E-55	119.5963098
CAP2	2.647001474	-1.639831123	17.53434894	2.68E-57	1.24E-55	119.5673279
IFITM3	-2.179524055	0.235134968	-17.52713071	2.93E-57	1.35E-55	119.4797335
BHLHB4	-1.671268302	0.720341586	-17.52283073	3.09E-57	1.42E-55	119.4275591
RAF1	-1.342398488	0.254799797	-17.51905118	3.23E-57	1.48E-55	119.3817035
TRAF3IP2	-1.97868147	-0.111763577	-17.5187777	3.24E-57	1.48E-55	119.3783857
POP4	0.895610373	-0.420914224	17.51543929	3.38E-57	1.54E-55	119.3378858
N.PAC	0.686995225	-0.044694434	17.5144119	3.42E-57	1.55E-55	119.3254225
ATPIF1	1.01867737	-0.434312145	17.50954217	3.63E-57	1.65E-55	119.2663519
PGAM1	1.190761301	0.247159581	17.50872049	3.67E-57	1.66E-55	119.2563855
LOC389073	2.292096504	-1.12851873	17.50697159	3.75E-57	1.69E-55	119.235173
LOC253962	1.960665662	-0.730856843	17.50630821	3.78E-57	1.70E-55	119.227127
COPS8	1.448998714	-0.832202677	17.50346141	3.91E-57	1.76E-55	119.1926004
CD200	1.945138755	-1.239558594	17.50172524	3.99E-57	1.79E-55	119.1715448
MAP3K8	-0.708354964	-0.126080029	-17.50051565	4.05E-57	1.81E-55	119.1568758
TMEM121	1.034859154	-0.343061663	17.49835676	4.16E-57	1.86E-55	119.1306953
PRR15	-1.951243082	-0.128685792	-17.49809067	4.18E-57	1.86E-55	119.1274686
PTPN13	-1.194294095	-0.132652806	-17.48857876	4.69E-57	2.08E-55	119.0121352
CLEC5A	-2.197921883	0.527181178	-17.47992187	5.21E-57	2.31E-55	118.9071904
CDK2	-1.434731665	-0.033900636	-17.47829956	5.32E-57	2.35E-55	118.8875258
SIRT5	0.692847327	-0.117973635	17.47405379	5.60E-57	2.47E-55	118.8360647
CNTN4	0.88303692	-0.208250711	17.4726666	5.69E-57	2.50E-55	118.8192523
MPST	-1.484501265	0.054560371	-17.46435969	6.30E-57	2.77E-55	118.7185853
TRIM67	1.247640899	-0.144007941	17.46216385	6.47E-57	2.83E-55	118.6919782
COL8A2	-1.377420407	0.049434734	-17.46083224	6.58E-57	2.87E-55	118.6758436
FCGR2A	-3.533950938	-0.806584906	-17.45941638	6.69E-57	2.92E-55	118.6586887
TMEM132B	1.400216155	-0.580828482	17.45722961	6.87E-57	2.99E-55	118.6321945
ARPP.21	1.854895606	-1.350397198	17.4563352	6.95E-57	3.02E-55	118.6213583
ZMAT4	1.276565162	-0.562201195	17.44865849	7.63E-57	3.30E-55	118.5283616
MSN	-1.978052138	0.225632781	-17.44817966	7.67E-57	3.32E-55	118.5225615
ARL4D	0.68157424	-0.208824212	17.44605936	7.87E-57	3.40E-55	118.496879
BRE	0.650253155	-0.199120126	17.44354823	8.12E-57	3.49E-55	118.466464
UCHL5	0.75293605	-0.336094014	17.43713143	8.78E-57	3.77E-55	118.388751
LOC644489	1.348248394	-0.676336719	17.43372271	9.15E-57	3.92E-55	118.347473
PRPS1	1.106701156	-0.357045909	17.42782458	9.83E-57	4.20E-55	118.2760569
TMEM176A	-2.377300769	0.448685518	-17.42407497	1.03E-56	4.39E-55	118.2306606
G3BP2	0.896650532	-0.181041631	17.42087602	1.07E-56	4.54E-55	118.191934
UBE2V2	1.246919847	-0.282567589	17.42085254	1.07E-56	4.54E-55	118.1916497
GAD2	2.764116307	-1.502528522	17.41409184	1.16E-56	4.92E-55	118.1098139
CHGB	3.478196437	-2.166864303	17.41108262	1.21E-56	5.10E-55	118.0733922
MSR1	-1.831958164	-0.420266945	-17.40679172	1.27E-56	5.36E-55	118.0214623
C1S	-2.933123938	-0.407108249	-17.405529	1.29E-56	5.43E-55	118.0061814
CSDA	-4.140755534	-0.963984618	-17.40373563	1.32E-56	5.54E-55	117.9844796
MPZL2	-1.448444169	0.226552691	-17.40074339	1.37E-56	5.73E-55	117.948272
MS4A7	-2.922144293	-0.991296321	-17.39857546	1.40E-56	5.87E-55	117.9220404
PDCD2	0.52817483	-0.146022419	17.39604593	1.45E-56	6.04E-55	117.8914353
TSPYL5	1.30962779	-0.660096557	17.38844097	1.59E-56	6.61E-55	117.7994321
NINJ1	-1.264576589	0.132697194	-17.38588332	1.64E-56	6.81E-55	117.7684938
BTN3A3	-0.932531856	0.158465707	-17.38311493	1.69E-56	7.03E-55	117.7350082
ITGA5	-2.882513278	0.249968919	-17.37874091	1.79E-56	7.39E-55	117.6821058
MAPRE1	-1.248859632	0.104051945	-17.37833208	1.80E-56	7.42E-55	117.6771613
IL4R	-2.744871419	-0.051926053	-17.37741462	1.82E-56	7.48E-55	117.6660658
SEH1L	1.378566533	-0.645957706	17.37252139	1.93E-56	7.92E-55	117.6068916
NLK	2.230514544	-1.582875681	17.36502356	2.11E-56	8.66E-55	117.5162326
JAKMIP1	1.577938651	-0.586722278	17.35752438	2.31E-56	9.47E-55	117.4255727
DDIT4L	-2.929011723	-0.371849222	-17.35419915	2.41E-56	9.84E-55	117.3853779
EMP1	-4.142126644	-1.570842331	-17.34362414	2.74E-56	1.12E-54	117.2575692
GOLT1A	1.463320197	-0.776040801	17.34189155	2.80E-56	1.14E-54	117.2366323
LOC399818	1.310537041	-0.359881883	17.34046013	2.85E-56	1.16E-54	117.2193353
KLC1	1.052150639	-0.589766874	17.33958763	2.88E-56	1.17E-54	117.2087924
PMS2L4	1.037999459	-0.368174837	17.33471388	3.05E-56	1.23E-54	117.1499044
MKLN1	-1.266116028	0.214556953	-17.32828065	3.30E-56	1.33E-54	117.0721837
OGFRL1	-1.827431582	-0.1007325	-17.32147111	3.59E-56	1.44E-54	116.9899293
RQCD1	0.604832218	-0.299551335	17.32132581	3.59E-56	1.44E-54	116.9881743
PRMT6	0.670084054	0.085774262	17.32042325	3.63E-56	1.46E-54	116.9772731
RIMBP2	0.925401516	-0.339846199	17.31408091	3.92E-56	1.57E-54	116.9006754
TMEM132D	1.785208715	-0.447732337	17.30869508	4.19E-56	1.67E-54	116.8356384
ASPHD1	1.206936198	0.068061586	17.3078913	4.23E-56	1.69E-54	116.8259329
TRAPPC2L	1.556598985	-0.764579502	17.30719672	4.26E-56	1.70E-54	116.8175462
SYTL4	-2.183548818	0.06634079	-17.305124	4.37E-56	1.74E-54	116.79252
C19orf54	-0.85857342	-0.074420513	-17.30473454	4.39E-56	1.74E-54	116.7878177
TNXB	-1.194637556	0.147625138	-17.29978029	4.67E-56	1.84E-54	116.7280048
SHMT1	-0.664868741	-0.04509703	-17.29522386	4.93E-56	1.95E-54	116.6730007
ZNF443	-0.811581182	0.2443565	-17.29400686	5.00E-56	1.97E-54	116.6583105
SND1	-0.953512206	0.007743341	-17.29399262	5.01E-56	1.97E-54	116.6581386
RGS19	-1.685692582	-0.333978767	-17.29266969	5.09E-56	1.99E-54	116.64217
FAM131B	1.110092925	-0.15200311	17.27781081	6.09E-56	2.38E-54	116.4628481
SPRN	0.788775456	0.102180647	17.27323647	6.44E-56	2.51E-54	116.4076559
SNX24	0.709530401	0.124729096	17.27318315	6.44E-56	2.51E-54	116.4070126
TRIM56	-1.788211893	-0.222831977	-17.27203576	6.53E-56	2.54E-54	116.3931695
RPS27L	-1.079633543	-0.032878166	-17.26735322	6.92E-56	2.69E-54	116.3366793
FCGBP	-4.74445026	-1.570865257	-17.26039075	7.53E-56	2.92E-54	116.2526952
ID3	-1.611584785	-0.14176448	-17.2568384	7.86E-56	3.04E-54	116.2098506
NRSN1	2.487713699	-0.841769137	17.25622466	7.92E-56	3.06E-54	116.2024487
SERPINA3	-6.719049567	-4.372157233	-17.25551852	7.98E-56	3.08E-54	116.1939325
RIN3	-1.679802503	0.263685499	-17.25409132	8.12E-56	3.12E-54	116.1767207
SBNO2	-1.931844285	0.715828579	-17.24920931	8.62E-56	3.31E-54	116.1178486
LOC283761	0.724058881	-0.123573491	17.24725044	8.83E-56	3.38E-54	116.0942285
PCYOX1L	1.93647065	-0.689235715	17.24509739	9.06E-56	3.46E-54	116.0682682
TBC1D9	2.342128933	-1.851250905	17.24484155	9.09E-56	3.47E-54	116.0651835
EID2B	0.820523215	-0.34427361	17.24385475	9.20E-56	3.50E-54	116.0532857
ADORA3	-2.558490882	-0.793174536	-17.23607459	1.01E-55	3.84E-54	115.9594904
SWAP70	-1.05997406	0.079471449	-17.22476591	1.16E-55	4.40E-54	115.8231862
HMG20B	-1.097401822	0.307713356	-17.21376828	1.32E-55	5.01E-54	115.6906657
ZFHX3	-1.438342503	0.144374019	-17.21245509	1.35E-55	5.08E-54	115.6748441
DRP2	0.874654941	-0.207702705	17.21135115	1.36E-55	5.13E-54	115.661544
TTC3	1.1794933	-0.546800869	17.21132417	1.36E-55	5.13E-54	115.6612189
IFITM5	1.065613496	-0.687848066	17.20399364	1.49E-55	5.60E-54	115.5729104
TCL1B	-2.067815711	-0.525685058	-17.20142678	1.54E-55	5.77E-54	115.5419919
PCDH8	1.528801665	-0.539610172	17.19341895	1.70E-55	6.34E-54	115.4455474
TSPAN7	1.688196618	-0.387724763	17.19296747	1.70E-55	6.35E-54	115.4401104
RAB3C	0.989590065	-0.602761408	17.19292445	1.71E-55	6.35E-54	115.4395924
SMPD3	0.935028637	-0.205643075	17.18616283	1.85E-55	6.88E-54	115.3581718
HECW2	1.602270235	-1.014841357	17.1845212	1.89E-55	7.01E-54	115.338406
ETV5	0.707634615	-0.047576518	17.18277961	1.93E-55	7.14E-54	115.3174374
SLC15A3	-1.509636809	0.245865346	-17.18194344	1.95E-55	7.20E-54	115.3073702
EGR1	3.295512764	-1.132796014	17.17439254	2.13E-55	7.88E-54	115.2164699
MUTED	-0.855587636	0.048224518	-17.17157668	2.21E-55	8.14E-54	115.1825756
TBRG1	0.915716753	-0.198441196	17.16705782	2.33E-55	8.58E-54	115.1281873
STARD8	-0.974577518	0.352582759	-17.16626496	2.36E-55	8.64E-54	115.1186451
ATP6V1E1	1.355977606	-0.170398395	17.16399241	2.42E-55	8.87E-54	115.0912957
LOC728730	1.466997512	-1.147746808	17.16380809	2.43E-55	8.87E-54	115.0890775
EXOSC5	1.112703058	-0.37734648	17.16112228	2.51E-55	9.15E-54	115.0567567
ITGA2B	-0.918919037	0.082740422	-17.15886537	2.58E-55	9.38E-54	115.0295988
ANXA5	-1.770793335	0.09874797	-17.15868797	2.58E-55	9.39E-54	115.0274642
SKIP.1	0.784806075	-0.185697315	17.15609143	2.66E-55	9.67E-54	114.9962214
DHDDS	0.877806049	-0.080666035	17.15486156	2.70E-55	9.79E-54	114.9814237
MYB	1.169210747	-0.315176753	17.14821528	2.93E-55	1.06E-53	114.9014634
FLJ22662	-1.21517906	0.056458535	-17.14448643	3.07E-55	1.11E-53	114.8566078
MDH2	1.529447914	-0.985196384	17.14070709	3.21E-55	1.16E-53	114.8111488
GAD1	1.431000011	-0.790608205	17.13717508	3.35E-55	1.20E-53	114.7686684
hCG_1776018	-3.888924835	-1.712962038	-17.1318555	3.57E-55	1.28E-53	114.7046951
ANXA2P1	-3.316049576	-0.421625416	-17.13149511	3.59E-55	1.29E-53	114.7003614
TLN2	1.128652315	-0.245699505	17.12845488	3.72E-55	1.33E-53	114.6638036
BRP44	1.173977724	-0.439131701	17.12733286	3.77E-55	1.35E-53	114.6503122
KHDRBS1	1.116879315	-0.542729523	17.12012459	4.12E-55	1.47E-53	114.5636477
CNTNAP2	1.870995908	-0.854879176	17.11160581	4.56E-55	1.62E-53	114.4612461
CFB	-1.826519018	0.339246645	-17.10491182	4.95E-55	1.76E-53	114.3807943
VAMP8	-2.078237607	-0.053277322	-17.10153632	5.15E-55	1.83E-53	114.3402307
DGKG	-1.587379128	0.405121372	-17.09993156	5.25E-55	1.86E-53	114.3209473
SMO	-1.327348242	0.507061034	-17.09627854	5.49E-55	1.94E-53	114.277054
C1R	-3.224374856	-0.276846485	-17.09597074	5.51E-55	1.94E-53	114.2733558
LOC389023	1.843088513	-0.928525546	17.09406142	5.64E-55	1.98E-53	114.2504158
RETN	-0.628025963	0.187770016	-17.0886844	6.02E-55	2.11E-53	114.1858179
ARHGAP30	-0.777981496	-0.275164688	-17.08825911	6.05E-55	2.12E-53	114.180709
CRADD	0.94120361	-0.530742033	17.08233391	6.50E-55	2.27E-53	114.1095358
MCPH1	-1.086390126	-0.234398985	-17.07147488	7.41E-55	2.59E-53	113.9791237
TMEM92	0.999127723	-0.650307936	17.06712025	7.81E-55	2.72E-53	113.9268361
MYO1F	-1.867845157	0.005909452	-17.06161086	8.35E-55	2.91E-53	113.8606906
3-Mar	-2.166999494	-0.323970232	-17.06052932	8.46E-55	2.94E-53	113.8477068
GRIK2	1.359019784	-0.777538397	17.05886783	8.63E-55	2.99E-53	113.8277613
SFRS12	-1.464369772	0.013196923	-17.05642993	8.89E-55	3.08E-53	113.7984966
ARPC1B	-1.786914021	-0.31362901	-17.05621175	8.91E-55	3.08E-53	113.7958776
BEX4	0.775714797	-0.155433051	17.05438535	9.11E-55	3.14E-53	113.7739548
SLC43A1	-1.247578677	0.206174572	-17.05306035	9.26E-55	3.19E-53	113.7580509
TMEM38A	1.310322962	-0.294492673	17.05122037	9.46E-55	3.25E-53	113.7359668
IL3RA	-2.089570857	0.087805867	-17.05071987	9.52E-55	3.27E-53	113.7299597
GYPC	-2.426549687	0.332930365	-17.0499486	9.61E-55	3.29E-53	113.7207029
TIMP1	-3.688187115	-1.125427486	-17.04960128	9.65E-55	3.30E-53	113.7165346
DDIT4	-3.149419949	-0.182700072	-17.04627546	1.00E-54	3.42E-53	113.6766207
NDUFC2	1.451390134	-0.573566954	17.0462451	1.00E-54	3.42E-53	113.6762563
SLC46A1	0.710531748	-0.41456291	17.04444622	1.03E-54	3.49E-53	113.6546689
HIF3A	-1.1311188	0.537471791	-17.04400265	1.03E-54	3.51E-53	113.6493459
NECAP1	1.838658325	-1.061498151	17.04105622	1.07E-54	3.63E-53	113.6139898
MAN2B1	-0.908106888	0.154041972	-17.03638959	1.13E-54	3.83E-53	113.5579969
TRABD	-0.680821718	0.106135552	-17.03452863	1.16E-54	3.91E-53	113.5356699
NDN	1.5348217	-0.876260959	17.03336534	1.17E-54	3.96E-53	113.5217136
AKAP13	-0.786965157	0.219642051	-17.02510386	1.30E-54	4.37E-53	113.4226104
MAF1	-0.96115961	0.38134921	-17.01987527	1.38E-54	4.64E-53	113.3598992
KALRN	0.879226598	-0.221301599	17.01707104	1.43E-54	4.79E-53	113.3262689
TAC3	1.202703604	-0.273666306	17.01680415	1.43E-54	4.80E-53	113.3230684
IFITM1	-3.036075652	-0.035571798	-17.01582987	1.45E-54	4.85E-53	113.3113847
MYOZ3	1.120586301	-0.47707325	17.01547916	1.46E-54	4.86E-53	113.3071789
SLFN11	-0.879206345	0.09431533	-16.9990046	1.78E-54	5.92E-53	113.1096579
FBXO3	0.605696969	-0.134878132	16.99513754	1.86E-54	6.19E-53	113.0633053
RCAN2	0.683792406	-0.005916892	16.98854241	2.02E-54	6.69E-53	112.9842628
EBI3	-2.342897136	0.167178748	-16.98687157	2.06E-54	6.82E-53	112.9642397
LOC728173	1.246681569	-0.468223455	16.98264984	2.16E-54	7.16E-53	112.9136511
CDC42	1.094081683	-0.408006674	16.98210069	2.18E-54	7.20E-53	112.9070709
CCDC136	1.102026568	-0.248054816	16.97973887	2.24E-54	7.39E-53	112.8787721
PCLO	1.835940434	-1.062951854	16.97493053	2.38E-54	7.82E-53	112.8211644
CDH13	1.042160728	-0.57865746	16.9725548	2.44E-54	8.03E-53	112.7927039
STAB1	-2.147855662	0.127975761	-16.9724092	2.45E-54	8.03E-53	112.7909596
EEF1D	-1.299363102	0.820715832	-16.96867381	2.56E-54	8.39E-53	112.7462141
SPATA7	1.267675648	-0.640854547	16.96847573	2.57E-54	8.40E-53	112.7438415
VLDLR	1.628194415	-0.988029225	16.96106176	2.81E-54	9.16E-53	112.6550436
CHCHD2	1.20292365	-0.408785211	16.95931087	2.87E-54	9.34E-53	112.6340753
LOC728192	2.273667834	-0.764673294	16.956978	2.95E-54	9.59E-53	112.6061389
FBXW7	1.081031419	-0.661894469	16.95637098	2.97E-54	9.65E-53	112.5988699
TMEM155	2.082243558	-0.873623584	16.95430805	3.05E-54	9.88E-53	112.5741677
CCDC69	-1.022341821	0.317594024	-16.95330815	3.08E-54	9.98E-53	112.5621949
